,Time,PosX_ref,PosY_ref,PosZ_ref,VelX_ref,VelY_ref,VelZ_ref,AccX_ref,AccY_ref,AccZ_ref,Lat,Long,Height,Validity,PVTType,PVTStatus,SatUsed,SatVis,SatTrack,PosX_est,PosY_est,PosZ_est,VelX_est,VelY_est,VelZ_est,AccX_est,AccY_est,AccZ_est,Bias,Drift,GGTO,GGTODrift,PDOP,HDOP,VDOP,TDOP,TDOP1,GDOP,PosErrX,PosErrY,PosErrZ,HorErr,VerErr,GV1,GV2,GV3,GV4,GV5,GV6,GV7,GV8,GV9,GV10,GV11,GV12,GV13,GV14,GV15,GV16,EV1,EV2,EV3,EV4,EV5,EV6,EV7,EV8,EV9,EV10,EV11,EV12,EV13,EV14,EV15,EV16,dataset_number,dataset_name,errorX,errorY,errorZ,x_ref,y_ref,z_ref,errorVelX,errorVelY,errorVelZ,north,east,down,HPE,VPE,used_satellites,delta_pos_error_3d,delta_pos_error_2d,delta_pos_error_vertical,delta_pos_error_horizontal
0,0.0,4339936.0,1095421.4,4528776.0,-24.473,96.9591,0.0,-0.002,-0.001,0.0,0.79461175,0.24724087,188.0,0,1,0,9,11,9,4339935.803,1095421.326,4528776.399,-24.481,96.944,-0.0,-0.146,-0.105,0.101,-13768.316,-3.88,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.34600000000000003,-0.078,0.157,0.363166,0.136803,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.1969999996945262,-0.049000000115484,0.39900000020861626,4339936.0,1095421.4,4528776.0,-0.008000427246095398,-0.015098815917966135,-0.0,0.4243841869817233,0.0007017679604738591,-0.14250813807999835,0.4243847672082595,0.14250813807999835,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.4476728717014652,0.2030024627706786,0.14250813807999835,0.4243847672082595
1,1.0,4339911.5,1095518.4,4528776.0,-24.4751,96.9586,0.0,-0.002,-0.001,0.0,0.79461175,0.24726321,188.0,0,1,0,9,11,9,4339911.462,1095518.832,4528776.459,-24.479,96.956,-0.014,-0.033,0.069,-0.086,-13772.565,-3.884,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.213,0.469,0.217,0.5522100000000001,0.090668,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.03799999970942736,0.45699999993667006,0.4589999997988343,4339911.5,1095518.4,4528776.0,-0.0039004364013663917,-0.0026029052734344305,-0.014,0.2680334586952242,0.45240129872175266,-0.3800856872734225,0.5258411072417721,0.3800856872734225,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.6488250917892764,0.45857714718467263,0.3800856872734225,0.5258411072417721
2,2.0,4339887.0,1095615.4,4528776.0,-24.4773,96.958,0.0,-0.002,-0.001,0.0,0.79461175,0.24728554,188.0,0,1,0,9,11,9,4339887.011,1095615.685,4528776.324,-24.487,96.956,-0.034,0.11,0.07200000000000001,-0.241,-13776.485,-3.874,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.187,0.364,0.08199999999999999,0.4179390000000001,0.005917,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,0.010999999940395355,0.31000000005587935,0.32400000002235174,4339887.0,1095615.4,4528776.0,-0.009699356079099886,-0.0020001831054656805,-0.034,0.16522424282480744,0.2978774243658823,-0.29183383916868677,0.3406317812005845,0.29183383916868677,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.4485498857962376,0.3101950999505535,0.29183383916868677,0.3406317812005845
3,3.0,4339862.5,1095712.2,4528776.0,-24.4795,96.9575,0.0,-0.002,-0.001,0.0,0.79461175,0.2473079,188.0,0,1,0,9,11,9,4339863.422,1095712.384,4528777.085,-24.479,96.955,0.002,0.217,-0.099,0.003,-13781.018,-3.881,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,0.701,0.106,0.843,0.11098,1.096137,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,0.9220000002533197,0.1340000000782311,1.084999999962747,4339862.5,1095712.2,4528776.0,0.0004998168945320458,-0.0024966430664079553,0.002,0.09878812988683949,-0.09577762963223851,-1.4234930809325135,0.1375952359077498,1.4234930809325135,"G21, G16, G19, G3, G6, G23, G13, G25, G24",1.4301276168255925,0.9316866428623347,1.4234930809325135,0.1375952359077498
4,4.0,4339838.0,1095809.2,4528776.0,-24.4816,96.9569,0.0,-0.002,-0.001,0.0,0.79461175,0.24733023,188.0,0,1,0,9,11,9,4339838.047,1095808.961,4528776.058,-24.462,96.961,0.037000000000000005,0.217,0.043,0.505,-13783.931,-3.907,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.193,-0.274,-0.184,0.224969,0.309506,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,0.04700000025331974,-0.2890000001061708,0.058000000193715096,4339838.0,1095809.2,4528776.0,0.01959980773925807,0.004098449707029772,0.037000000000000005,0.05860236298761825,-0.29171194568809455,-0.023746660876496066,0.29754007495607443,0.023746660876496066,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.29848618076495553,0.29279685805209515,0.023746660876496066,0.29754007495607443
5,5.0,4339814.0,1095906.2,4528776.0,-24.4838,96.9564,0.0,-0.002,-0.001,0.0,0.79461175,0.24735257,188.0,0,1,0,9,11,9,4339813.286,1095906.213,4528775.609,-24.478,96.958,0.016,0.131,0.115,0.153,-13787.479,-3.891,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.471,0.021,-0.633,0.181585,0.7682260000000001,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.7139999996870756,-0.03700000001117587,-0.39099999982863665,4339814.0,1095906.2,4528776.0,0.005800888061521903,0.0016019897460921584,0.016,0.2265418782604025,0.13894044336582959,0.7703378025330969,0.265754904768368,0.7703378025330969,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.8148901762936923,0.71495804041494,0.7703378025330969,0.265754904768368
6,6.0,4339789.5,1096003.1,4528776.0,-24.486,96.9559,0.0,-0.002,-0.001,0.0,0.79461175,0.24737492,188.0,0,1,0,9,11,9,4339788.886,1096003.373,4528775.565,-24.49,96.961,-0.008,0.053,0.037000000000000005,0.151,-13791.765,-3.897,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.386,0.225,-0.677,0.397858,0.706811,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.6140000000596046,0.2479999999050051,-0.43499999959021807,4339789.5,1096003.1,4528776.0,-0.003999938964842187,0.005097900390623522,-0.008,0.07673007230871992,0.39079432313890994,0.6849213770028402,0.39825583108612506,0.6849213770028402,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.792290981691428,0.6621933252654221,0.6849213770028402,0.39825583108612506
7,7.0,4339765.0,1096100.1,4528776.0,-24.4881,96.9553,0.0,-0.002,-0.001,0.0,0.79461175,0.24739726,188.0,0,1,0,9,11,9,4339765.0660000015,1096100.049,4528776.325,-24.476,96.975,0.017,0.079,0.425,0.258,-13795.988,-3.912,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,0.28,-0.055,0.083,0.175716,0.24011,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,0.06600000150501728,-0.075999999884516,0.3250000001862645,4339765.0,1096100.1,4528776.0,0.012100051879883722,0.019700622558588066,0.017,0.19530016802955677,-0.08984819853430431,-0.2637084486510582,0.21497640431506168,0.2637084486510582,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.3402308044580629,0.10065783715691846,0.2637084486510582,0.21497640431506168
8,8.0,4339740.5,1096197.0,4528776.0,-24.4903,96.9548,0.0,-0.002,-0.001,0.0,0.79461175,0.2474196,188.0,0,1,0,9,11,9,4339739.576,1096197.1609999998,4528776.35,-24.482,96.944,0.032,0.192,-0.023,0.389,-13799.239,-3.899,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.72,0.102,0.108,0.620109,0.39444,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.9239999996498227,0.1609999998472631,0.34999999962747097,4339740.5,1096197.0,4528776.0,0.008299224853516307,-0.010803466796872385,0.032,0.856339814679559,0.3823874731342225,0.3502269852931429,0.9378369036327144,0.3502269852931429,"G21, G16, G19, G3, G6, G23, G13, G25, G24",1.0010978968327329,0.9379216381466478,0.3502269852931429,0.9378369036327144
9,9.0,4339716.0,1096294.0,4528776.0,-24.4925,96.9542,0.0,-0.002,-0.001,0.0,0.79461175,0.24744193,188.0,0,1,0,9,11,9,4339715.446,1096293.347,4528776.351,-24.497,96.931,-0.031,-0.027000000000000003,-0.221,-0.238,-13803.531,-3.876,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.359,-0.6659999999999999,0.109,0.71132,0.28017800000000004,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.553999999538064,-0.6529999999329448,0.35099999979138374,4339716.0,1096294.0,4528776.0,-0.004499694824218636,-0.023200744628908865,-0.031,0.7433149148804056,-0.4974227799068439,0.23786448789223474,0.8943972745116775,0.23786448789223474,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.925486898477851,0.8563439725954757,0.23786448789223474,0.8943972745116775
10,10.0,4339691.5,1096391.0,4528776.0,-24.4946,96.9537,0.0,-0.002,-0.001,0.0,0.79461175,0.24746428,188.0,0,1,0,9,11,9,4339691.446,1096390.551,4528775.867,-24.472,96.959,0.006999999999999999,0.226,0.001,0.136,-13807.607,-3.902,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,0.135,-0.417,-0.375,0.52086,0.247837,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.053999999538064,-0.44900000002235174,-0.1330000003799796,4339691.5,1096391.0,4528776.0,0.022600296020506505,0.005302795410159433,0.006999999999999999,0.02266677591289272,-0.42209485891774484,0.2086340034993843,0.42270303128210024,0.2086340034993843,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.47138731428757963,0.4522355580559569,0.2086340034993843,0.42270303128210024
11,11.0,4339667.0,1096487.9,4528776.0,-24.4968,96.9531,0.0,-0.002,-0.001,0.0,0.79461175,0.24748662,188.0,0,1,0,9,11,9,4339666.973,1096488.284,4528776.413,-24.504,96.952,-0.009000000000000001,-0.197,-0.038,-0.16,-13811.547,-3.883,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,0.158,0.363,0.171,0.31757,0.291374,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.026999999769032,0.40899999998509884,0.41299999970942736,4339667.0,1096487.9,4528776.0,-0.007200531005860711,-0.001102111816408069,-0.009000000000000001,0.236515909448604,0.4031523884901587,-0.34656511071904716,0.4674094818974259,0.34656511071904716,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.5818754159915381,0.4098902291776892,0.34656511071904716,0.4674094818974259
12,12.0,4339642.5,1096584.9,4528776.0,-24.499,96.9526,0.0,-0.002,-0.001,0.0,0.79461175,0.24750896,188.0,0,1,0,9,11,9,4339641.682,1096585.19,4528775.1110000005,-24.482,96.953,0.034,0.275,0.057,0.242,-13814.528,-3.911,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.636,0.316,-1.13,0.61628,1.184225,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.8179999999701977,0.31499999994412065,-0.8889999995008111,4339642.5,1096584.9,4528776.0,0.017000549316406932,0.00040142822265920586,0.034,-0.11193905341977739,0.5058020816446817,1.1359154464800065,0.5180406330362599,1.1359154464800065,"G21, G16, G19, G3, G6, G23, G13, G25, G24",1.2484670596489447,0.8765551893155612,1.1359154464800065,0.5180406330362599
13,13.0,4339618.0,1096681.9,4528776.0,-24.5011,96.952,0.0,-0.002,-0.001,0.0,0.79461175,0.24753131,188.0,0,1,0,9,11,9,4339617.35,1096681.373,4528775.591,-24.498,96.932,-0.027000000000000003,0.045,-0.244,-0.157,-13819.157,-3.884,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.468,-0.454,-0.6509999999999999,0.32929200000000003,0.8598979999999999,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.650000000372529,-0.5020000000949949,-0.40899999998509884,4339618.0,1096681.9,4528776.0,0.003100540161131704,-0.02000347900390409,-0.027000000000000003,0.25093584618951326,-0.3274418392105347,0.8195108563033493,0.4125372188887019,0.8195108563033493,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.9174884198546996,0.8212819251509573,0.8195108563033493,0.4125372188887019
14,14.0,4339593.5,1096778.8,4528776.0,-24.5033,96.9515,0.0,-0.002,-0.001,0.0,0.79461175,0.24755365,188.0,0,1,0,9,11,9,4339593.165,1096779.111,4528776.416,-24.5,96.958,-0.001,-0.006,0.201,-0.003,-13823.275,-3.893,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.151,0.333,0.174,0.397193,0.07904,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.3349999999627471,0.3610000000335276,0.4160000002011657,4339593.5,1096778.8,4528776.0,0.003299713134765625,0.006500061035154658,-0.001,0.46007726719901426,0.43208085196532753,-0.13128993007165798,0.6311615913760885,0.13128993007165798,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.6446720097589295,0.49248959379792734,0.13128993007165798,0.6311615913760885
15,15.0,4339569.0,1096875.8,4528776.0,-24.5055,96.9509,0.0,-0.002,-0.001,0.0,0.79461175,0.24757598,188.0,0,1,0,9,11,9,4339568.859,1096876.1609999998,4528777.334,-24.511,96.945,-0.006,-0.605,-0.13,-0.589,-13827.369,-3.869,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,0.048,0.4320000000000001,1.092,0.772356,0.8864219999999999,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.14099999982863665,0.4109999998472631,1.3339999997988343,4339569.0,1096875.8,4528776.0,-0.005499206542967983,-0.005897216796881821,-0.006,0.9602270137512532,0.43302101125652825,-0.9267226581680952,1.053348524528931,0.9267226581680952,"G21, G16, G19, G3, G6, G23, G13, G25, G24",1.4029818242904701,0.43451352087837936,0.9267226581680952,1.053348524528931
16,16.0,4339544.5,1096972.6,4528776.0,-24.5076,96.9504,0.0,-0.002,-0.001,0.0,0.79461175,0.24759834,188.0,0,1,0,9,11,9,4339544.456,1096972.952,4528776.429,-24.527,96.937,-0.011,-0.263,-0.103,-0.247,-13831.091,-3.873,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,0.151,0.273,0.187,0.228126,0.283073,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.04399999976158142,0.3270000000484288,0.428999999538064,4339544.5,1096972.6,4528776.0,-0.01939921569824321,-0.013401306152346137,-0.011,0.2737943875009905,0.3278111011726887,-0.33238910170951336,0.4271106234678474,0.33238910170951336,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.5412079079377449,0.329946965451558,0.33238910170951336,0.4271106234678474
17,17.0,4339520.0,1097069.6,4528776.0,-24.5098,96.9498,0.0,-0.002,-0.001,0.0,0.79461175,0.24762067,188.0,0,1,0,9,11,9,4339520.011,1097069.894,4528776.204,-24.534,96.968,0.009000000000000001,-0.474,0.243,0.046,-13834.556,-3.877,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,0.215,0.265,-0.038,0.301493,0.164472,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,0.010999999940395355,0.2690000000875443,0.20399999991059303,4339520.0,1097069.6,4528776.0,-0.024200042724608295,0.018201416015628524,0.009000000000000001,0.08825649622688804,0.25809897613521315,-0.1992328020206951,0.27277149889292324,0.1992328020206951,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.33778395463566574,0.2692248132059665,0.1992328020206951,0.27277149889292324
18,18.0,4339495.5,1097166.6,4528776.0,-24.512,96.9493,0.0,-0.002,-0.001,0.0,0.79461175,0.24764301,188.0,0,1,0,9,11,9,4339494.8330000015,1097165.9009999998,4528776.147,-24.5,96.958,-0.004,0.067,-0.017,-0.109,-13838.287,-3.904,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.451,-0.6779999999999999,-0.095,0.6573399999999999,0.490656,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.6669999985024333,-0.7240000001620501,0.1469999998807907,4339495.5,1097166.6,4528776.0,0.011999130249023438,0.008697326660154658,-0.004,0.6910665196118939,-0.5384180868808465,0.4724479097137803,0.8760519224389196,0.4724479097137803,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.9953260763196387,0.9844109905100078,0.4724479097137803,0.8760519224389196
19,19.0,4339471.0,1097263.5,4528776.0,-24.5141,96.9487,0.0,-0.002,-0.001,0.0,0.79461175,0.24766535,188.0,0,1,0,9,11,9,4339470.78,1097262.942,4528776.888,-24.511,96.932,-0.011,0.085,-0.154,-0.279,-13842.94,-3.886,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,0.008,-0.5870000000000001,0.6459999999999999,0.792461,0.365957,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.21999999973922968,-0.5579999999608845,0.8880000002682209,4339471.0,1097263.5,4528776.0,0.0030991210937507674,-0.01669995117187284,-0.011,0.8719102842724215,-0.4870428979877912,-0.38841945370643777,0.9987183428276266,0.38841945370643777,"G21, G16, G19, G3, G6, G23, G13, G25, G24",1.0715913401656287,0.5998033009592463,0.38841945370643777,0.9987183428276266
20,20.0,4339446.5,1097360.5,4528776.0,-24.5163,96.9482,0.0,-0.002,-0.001,0.0,0.79461175,0.2476877,188.0,0,1,0,9,11,9,4339446.249,1097360.183,4528775.124,-24.512,96.943,0.009000000000000001,0.095,-0.023,0.084,-13846.004,-3.889,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.008,-0.294,-1.118,0.779334,0.853442,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.2510000001639128,-0.31700000003911555,-0.8760000001639128,4339446.5,1097360.5,4528776.0,0.00430020141601517,-0.00519641113281466,0.009000000000000001,-0.38458893361388846,-0.24578988461497847,0.8500262849800271,0.4564222992331908,0.8500262849800271,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.9648139719107818,0.4043389668422813,0.8500262849800271,0.4564222992331908
21,21.0,4339421.5,1097457.4,4528776.0,-24.5185,96.9476,0.0,-0.002,-0.001,0.0,0.79461175,0.24771003,188.0,0,1,0,9,11,9,4339422.493,1097457.818,4528777.247,-24.506,96.959,0.019,0.214,0.413,0.46,-13850.936000000003,-3.896,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,0.754,0.393,1.005,0.226548,1.296469,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,0.9929999997839332,0.4429999999701977,1.2470000004395843,4339421.5,1097457.4,4528776.0,0.01249937438964821,0.011398681640628183,0.019,0.10912500754240828,0.186009811165025,-1.6403655335077092,0.21565694313139774,1.6403655335077092,"G21, G16, G19, G3, G6, G23, G13, G25, G24",1.6544808855471282,1.0873352746712885,1.6403655335077092,0.21565694313139774
22,22.0,4339397.0,1097554.4,4528776.0,-24.5206,96.9471,0.0,-0.002,-0.001,0.0,0.79461175,0.24773237,188.0,0,1,0,9,11,9,4339397.603,1097554.48,4528776.882,-24.509,96.97,0.006,0.285,0.28,0.285,-13854.999,-3.891,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,0.383,0.107,0.64,0.16508499999999998,0.7355149999999999,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,0.6030000001192093,0.10499999998137355,0.8820000002160668,4339397.0,1097554.4,4528776.0,0.011599365234374659,0.022902221679686363,0.006,0.1823637184893629,-0.046064893447517824,-1.0569671235622224,0.1880917335493476,1.0569671235622224,"G21, G16, G19, G3, G6, G23, G13, G25, G24",1.07357254087509,0.6120735251094062,1.0569671235622224,0.1880917335493476
23,23.0,4339372.5,1097651.4,4528776.0,-24.5228,96.9465,0.0,-0.002,-0.001,0.0,0.79461175,0.24775472,188.0,0,1,0,9,11,9,4339372.016,1097651.181,4528775.8610000005,-24.522,96.943,0.017,0.195,0.152,-0.062,-13857.683,-3.894,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.682,-0.138,-0.381,0.231565,0.758617,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.48400000017136335,-0.1939999999012798,-0.1389999995008111,4339372.5,1097651.4,4528776.0,0.0008004455566421598,-0.00350268554687716,0.017,0.27140285715103124,-0.06938600820112997,0.4612364588635328,0.2801319849710674,0.4612364588635328,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.5396415476858706,0.5214326419851142,0.4612364588635328,0.2801319849710674
24,24.0,4339348.0,1097748.2,4528776.0,-24.525,96.946,0.0,-0.002,-0.001,0.0,0.79461175,0.24777706,188.0,0,1,0,9,11,9,4339348.221,1097748.003,4528776.221,-24.522,96.963,-0.009000000000000001,0.092,0.098,-0.223,-13862.093,-3.889,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,0.047,-0.263,-0.021,0.2661,0.028249,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,0.22099999990314245,-0.24699999997392297,0.22099999990314245,4339348.0,1097748.2,4528776.0,0.0029996185302749723,0.01700085449218136,-0.009000000000000001,0.04516366886957601,-0.29365676127984364,-0.2653619216661805,0.2971094923275387,0.2653619216661805,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.39836038947352165,0.3314362682995132,0.2653619216661805,0.2971094923275387
25,25.0,4339323.5,1097845.2,4528776.0,-24.5271,96.9455,0.0,-0.002,-0.001,0.0,0.79461175,0.2477994,188.0,0,1,0,9,11,9,4339323.493,1097844.9109999998,4528776.745,-24.522,96.941,-0.024,-0.071,-0.112,-0.365,-13866.083,-3.874,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.155,-0.3,0.503,0.5712189999999999,0.202124,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.007000000216066837,-0.3390000001527369,0.7450000001117587,4339323.5,1097845.2,4528776.0,0.005099609375001535,-0.004503234863278749,-0.024,0.5860941170607132,-0.3269281802618623,-0.4686220771267516,0.6711097891571168,0.4686220771267516,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.8185322231122615,0.33907226384147165,0.4686220771267516,0.6711097891571168
26,26.0,4339299.0,1097942.1,4528776.0,-24.5293,96.9449,0.0,-0.002,-0.001,0.0,0.79461175,0.24782173,188.0,0,1,0,9,11,9,4339299.669,1097941.687,4528776.959,-24.514,96.95,0.016,0.073,-0.031,-0.05,-13870.527,-3.903,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,0.5489999999999999,-0.469,0.7170000000000001,0.6240680000000001,0.804346,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,0.6689999997615814,-0.4380000000819564,0.9589999997988343,4339299.0,1097942.1,4528776.0,0.015300689697266279,0.005099487304690342,0.016,0.2856978754064779,-0.5887195796678588,-1.063424647011192,0.6543806380815952,1.063424647011192,"G21, G16, G19, G3, G6, G23, G13, G25, G24",1.2486336529851156,0.7996280383733363,1.063424647011192,0.6543806380815952
27,27.0,4339274.5,1098039.1,4528776.0,-24.5314,96.9444,0.0,-0.002,-0.001,0.0,0.79461175,0.24784409,188.0,0,1,0,9,11,9,4339274.022,1098038.655,4528775.865,-24.505,96.957,0.032,0.201,0.155,0.017,-13873.493,-3.916,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-0.5670000000000001,-0.446,-0.377,0.358337,0.7306739999999999,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-0.4780000001192093,-0.4699999999720603,-0.13499999977648258,4339274.5,1098039.1,4528776.0,0.026400680541993182,0.012603027343743634,0.032,0.31837380983905494,-0.3383781382498645,0.5017443101724941,0.4646091338285109,0.5017443101724941,"G21, G16, G19, G3, G6, G23, G13, G25, G24",0.6838194206275157,0.6703610967886642,0.5017443101724941,0.4646091338285109
28,28.0,4339250.0,1098136.0,4528776.0,-24.5336,96.9438,0.0,-0.002,-0.001,0.0,0.79461175,0.24786642,188.0,0,1,0,9,11,9,4339248.987,1098136.212,4528775.051,-24.521,96.941,-0.005,-0.068,-0.149,-0.279,-13876.914,-3.905,0.0,0.0,1.5,0.9,1.2,0.7,0.0,1.7,-1.07,0.16699999999999998,-1.1909999999999998,0.442021,1.547715,G21,G16,G19,G3,G6,G23,G13,G25,G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opg,-1.013000000268221,0.212000000057742,-0.9490000000223517,4339250.0,1098136.0,4528776.0,0.012599853515624204,-0.002801879882809999,-0.005,-0.0011719274547050684,0.45404638211593656,1.328741701793013,0.45404789452934385,1.328741701793013,"G21, G16, G19, G3, G6, G23, G13, G25, G24",1.4041773394448158,1.034945892579848,1.328741701793013,0.45404789452934385
